order,character,unicode,category,tier,frequency_rank,pinyin,stroke_count,source
1,的,U+7684,hanzi_frequency,phase1,1,de,8,Jun Da frequency list; filtered by General Standard Level 1
2,一,U+4E00,hanzi_frequency,phase1,2,yī,1,Jun Da frequency list; filtered by General Standard Level 1
3,是,U+662F,hanzi_frequency,phase1,3,shì,9,Jun Da frequency list; filtered by General Standard Level 1
4,不,U+4E0D,hanzi_frequency,phase1,4,bù,4,Jun Da frequency list; filtered by General Standard Level 1
5,了,U+4E86,hanzi_frequency,phase1,5,le,2,Jun Da frequency list; filtered by General Standard Level 1
6,在,U+5728,hanzi_frequency,phase1,6,zài,6,Jun Da frequency list; filtered by General Standard Level 1
7,人,U+4EBA,hanzi_frequency,phase1,7,rén,2,Jun Da frequency list; filtered by General Standard Level 1
8,有,U+6709,hanzi_frequency,phase1,8,yǒu,6,Jun Da frequency list; filtered by General Standard Level 1
9,我,U+6211,hanzi_frequency,phase1,9,wǒ,7,Jun Da frequency list; filtered by General Standard Level 1
10,他,U+4ED6,hanzi_frequency,phase1,10,tā,5,Jun Da frequency list; filtered by General Standard Level 1
11,这,U+8FD9,hanzi_frequency,phase1,11,zhè,7,Jun Da frequency list; filtered by General Standard Level 1
12,个,U+4E2A,hanzi_frequency,phase1,12,gè,3,Jun Da frequency list; filtered by General Standard Level 1
13,们,U+4EEC,hanzi_frequency,phase1,13,men,5,Jun Da frequency list; filtered by General Standard Level 1
14,中,U+4E2D,hanzi_frequency,phase1,14,zhōng,4,Jun Da frequency list; filtered by General Standard Level 1
15,来,U+6765,hanzi_frequency,phase1,15,lái,7,Jun Da frequency list; filtered by General Standard Level 1
16,上,U+4E0A,hanzi_frequency,phase1,16,shàng,3,Jun Da frequency list; filtered by General Standard Level 1
17,大,U+5927,hanzi_frequency,phase1,17,dà,3,Jun Da frequency list; filtered by General Standard Level 1
18,为,U+4E3A,hanzi_frequency,phase1,18,wèi,4,Jun Da frequency list; filtered by General Standard Level 1
19,和,U+548C,hanzi_frequency,phase1,19,hé,8,Jun Da frequency list; filtered by General Standard Level 1
20,国,U+56FD,hanzi_frequency,phase1,20,guó,8,Jun Da frequency list; filtered by General Standard Level 1
21,地,U+5730,hanzi_frequency,phase1,21,de,6,Jun Da frequency list; filtered by General Standard Level 1
22,到,U+5230,hanzi_frequency,phase1,22,dào,8,Jun Da frequency list; filtered by General Standard Level 1
23,以,U+4EE5,hanzi_frequency,phase1,23,yǐ,4,Jun Da frequency list; filtered by General Standard Level 1
24,说,U+8BF4,hanzi_frequency,phase1,24,shuō,9,Jun Da frequency list; filtered by General Standard Level 1
25,时,U+65F6,hanzi_frequency,phase1,25,shí,7,Jun Da frequency list; filtered by General Standard Level 1
26,要,U+8981,hanzi_frequency,phase1,26,yào,9,Jun Da frequency list; filtered by General Standard Level 1
27,就,U+5C31,hanzi_frequency,phase1,27,jiù,12,Jun Da frequency list; filtered by General Standard Level 1
28,出,U+51FA,hanzi_frequency,phase1,28,chū,5,Jun Da frequency list; filtered by General Standard Level 1
29,会,U+4F1A,hanzi_frequency,phase1,29,huì,6,Jun Da frequency list; filtered by General Standard Level 1
30,可,U+53EF,hanzi_frequency,phase1,30,kě,5,Jun Da frequency list; filtered by General Standard Level 1
31,也,U+4E5F,hanzi_frequency,phase1,31,yě,3,Jun Da frequency list; filtered by General Standard Level 1
32,你,U+4F60,hanzi_frequency,phase1,32,nǐ,7,Jun Da frequency list; filtered by General Standard Level 1
33,对,U+5BF9,hanzi_frequency,phase1,33,duì,5,Jun Da frequency list; filtered by General Standard Level 1
34,生,U+751F,hanzi_frequency,phase1,34,shēng,5,Jun Da frequency list; filtered by General Standard Level 1
35,能,U+80FD,hanzi_frequency,phase1,35,néng,10,Jun Da frequency list; filtered by General Standard Level 1
36,而,U+800C,hanzi_frequency,phase1,36,ér,6,Jun Da frequency list; filtered by General Standard Level 1
37,子,U+5B50,hanzi_frequency,phase1,37,zi,3,Jun Da frequency list; filtered by General Standard Level 1
38,那,U+90A3,hanzi_frequency,phase1,38,nà,6,Jun Da frequency list; filtered by General Standard Level 1
39,得,U+5F97,hanzi_frequency,phase1,39,dé,11,Jun Da frequency list; filtered by General Standard Level 1
40,于,U+4E8E,hanzi_frequency,phase1,40,yú,3,Jun Da frequency list; filtered by General Standard Level 1
41,着,U+7740,hanzi_frequency,phase1,41,zhe,11,Jun Da frequency list; filtered by General Standard Level 1
42,下,U+4E0B,hanzi_frequency,phase1,42,xià,3,Jun Da frequency list; filtered by General Standard Level 1
43,自,U+81EA,hanzi_frequency,phase1,43,zì,6,Jun Da frequency list; filtered by General Standard Level 1
44,之,U+4E4B,hanzi_frequency,phase1,44,zhī,3,Jun Da frequency list; filtered by General Standard Level 1
45,年,U+5E74,hanzi_frequency,phase1,45,nián,6,Jun Da frequency list; filtered by General Standard Level 1
46,过,U+8FC7,hanzi_frequency,phase1,46,guò,6,Jun Da frequency list; filtered by General Standard Level 1
47,发,U+53D1,hanzi_frequency,phase1,47,fā,5,Jun Da frequency list; filtered by General Standard Level 1
48,后,U+540E,hanzi_frequency,phase1,48,hòu,6,Jun Da frequency list; filtered by General Standard Level 1
49,作,U+4F5C,hanzi_frequency,phase1,49,zuò,7,Jun Da frequency list; filtered by General Standard Level 1
50,里,U+91CC,hanzi_frequency,phase1,50,lǐ,7,Jun Da frequency list; filtered by General Standard Level 1
51,用,U+7528,hanzi_frequency,phase1,51,yòng,5,Jun Da frequency list; filtered by General Standard Level 1
52,道,U+9053,hanzi_frequency,phase1,52,dào,12,Jun Da frequency list; filtered by General Standard Level 1
53,行,U+884C,hanzi_frequency,phase1,53,xíng,6,Jun Da frequency list; filtered by General Standard Level 1
54,所,U+6240,hanzi_frequency,phase1,54,suǒ,8,Jun Da frequency list; filtered by General Standard Level 1
55,然,U+7136,hanzi_frequency,phase1,55,rán,12,Jun Da frequency list; filtered by General Standard Level 1
56,家,U+5BB6,hanzi_frequency,phase1,56,jiā,10,Jun Da frequency list; filtered by General Standard Level 1
57,种,U+79CD,hanzi_frequency,phase1,57,zhǒng,9,Jun Da frequency list; filtered by General Standard Level 1
58,事,U+4E8B,hanzi_frequency,phase1,58,shì,8,Jun Da frequency list; filtered by General Standard Level 1
59,成,U+6210,hanzi_frequency,phase1,59,chéng,6,Jun Da frequency list; filtered by General Standard Level 1
60,方,U+65B9,hanzi_frequency,phase1,60,fāng,4,Jun Da frequency list; filtered by General Standard Level 1
61,多,U+591A,hanzi_frequency,phase1,61,duō,6,Jun Da frequency list; filtered by General Standard Level 1
62,经,U+7ECF,hanzi_frequency,phase1,62,jīng,8,Jun Da frequency list; filtered by General Standard Level 1
63,么,U+4E48,hanzi_frequency,phase1,63,me,3,Jun Da frequency list; filtered by General Standard Level 1
64,去,U+53BB,hanzi_frequency,phase1,64,qù,5,Jun Da frequency list; filtered by General Standard Level 1
65,法,U+6CD5,hanzi_frequency,phase1,65,fǎ,8,Jun Da frequency list; filtered by General Standard Level 1
66,学,U+5B66,hanzi_frequency,phase1,66,xué,8,Jun Da frequency list; filtered by General Standard Level 1
67,如,U+5982,hanzi_frequency,phase1,67,rú,6,Jun Da frequency list; filtered by General Standard Level 1
68,都,U+90FD,hanzi_frequency,phase1,68,dōu,10,Jun Da frequency list; filtered by General Standard Level 1
69,同,U+540C,hanzi_frequency,phase1,69,tóng,6,Jun Da frequency list; filtered by General Standard Level 1
70,现,U+73B0,hanzi_frequency,phase1,70,xiàn,8,Jun Da frequency list; filtered by General Standard Level 1
71,当,U+5F53,hanzi_frequency,phase1,71,dāng,6,Jun Da frequency list; filtered by General Standard Level 1
72,没,U+6CA1,hanzi_frequency,phase1,72,méi,7,Jun Da frequency list; filtered by General Standard Level 1
73,动,U+52A8,hanzi_frequency,phase1,73,dòng,6,Jun Da frequency list; filtered by General Standard Level 1
74,面,U+9762,hanzi_frequency,phase1,74,miàn,9,Jun Da frequency list; filtered by General Standard Level 1
75,起,U+8D77,hanzi_frequency,phase1,75,qǐ,10,Jun Da frequency list; filtered by General Standard Level 1
76,看,U+770B,hanzi_frequency,phase1,76,kàn,9,Jun Da frequency list; filtered by General Standard Level 1
77,定,U+5B9A,hanzi_frequency,phase1,77,dìng,8,Jun Da frequency list; filtered by General Standard Level 1
78,天,U+5929,hanzi_frequency,phase1,78,tiān,4,Jun Da frequency list; filtered by General Standard Level 1
79,分,U+5206,hanzi_frequency,phase1,79,fēn,4,Jun Da frequency list; filtered by General Standard Level 1
80,还,U+8FD8,hanzi_frequency,phase1,80,hái,7,Jun Da frequency list; filtered by General Standard Level 1
81,进,U+8FDB,hanzi_frequency,phase1,81,jìn,7,Jun Da frequency list; filtered by General Standard Level 1
82,好,U+597D,hanzi_frequency,phase1,82,hǎo,6,Jun Da frequency list; filtered by General Standard Level 1
83,小,U+5C0F,hanzi_frequency,phase1,83,xiǎo,3,Jun Da frequency list; filtered by General Standard Level 1
84,部,U+90E8,hanzi_frequency,phase1,84,bù,10,Jun Da frequency list; filtered by General Standard Level 1
85,其,U+5176,hanzi_frequency,phase1,85,qí,8,Jun Da frequency list; filtered by General Standard Level 1
86,些,U+4E9B,hanzi_frequency,phase1,86,xiē,8,Jun Da frequency list; filtered by General Standard Level 1
87,主,U+4E3B,hanzi_frequency,phase1,87,zhǔ,5,Jun Da frequency list; filtered by General Standard Level 1
88,样,U+6837,hanzi_frequency,phase1,88,yàng,10,Jun Da frequency list; filtered by General Standard Level 1
89,理,U+7406,hanzi_frequency,phase1,89,lǐ,11,Jun Da frequency list; filtered by General Standard Level 1
90,心,U+5FC3,hanzi_frequency,phase1,90,xīn,4,Jun Da frequency list; filtered by General Standard Level 1
91,她,U+5979,hanzi_frequency,phase1,91,tā,6,Jun Da frequency list; filtered by General Standard Level 1
92,本,U+672C,hanzi_frequency,phase1,92,běn,5,Jun Da frequency list; filtered by General Standard Level 1
93,前,U+524D,hanzi_frequency,phase1,93,qián,9,Jun Da frequency list; filtered by General Standard Level 1
94,开,U+5F00,hanzi_frequency,phase1,94,kāi,4,Jun Da frequency list; filtered by General Standard Level 1
95,但,U+4F46,hanzi_frequency,phase1,95,dàn,7,Jun Da frequency list; filtered by General Standard Level 1
96,因,U+56E0,hanzi_frequency,phase1,96,yīn,6,Jun Da frequency list; filtered by General Standard Level 1
97,只,U+53EA,hanzi_frequency,phase1,97,zhǐ,5,Jun Da frequency list; filtered by General Standard Level 1
98,从,U+4ECE,hanzi_frequency,phase1,98,cóng,4,Jun Da frequency list; filtered by General Standard Level 1
99,想,U+60F3,hanzi_frequency,phase1,99,xiǎng,13,Jun Da frequency list; filtered by General Standard Level 1
100,实,U+5B9E,hanzi_frequency,phase1,100,shí,8,Jun Da frequency list; filtered by General Standard Level 1
101,日,U+65E5,hanzi_frequency,phase1,101,rì,4,Jun Da frequency list; filtered by General Standard Level 1
102,军,U+519B,hanzi_frequency,phase1,102,jūn,6,Jun Da frequency list; filtered by General Standard Level 1
103,者,U+8005,hanzi_frequency,phase1,103,zhě,8,Jun Da frequency list; filtered by General Standard Level 1
104,意,U+610F,hanzi_frequency,phase1,104,yì,13,Jun Da frequency list; filtered by General Standard Level 1
105,无,U+65E0,hanzi_frequency,phase1,105,wú,4,Jun Da frequency list; filtered by General Standard Level 1
106,力,U+529B,hanzi_frequency,phase1,106,lì,2,Jun Da frequency list; filtered by General Standard Level 1
107,它,U+5B83,hanzi_frequency,phase1,107,tā,5,Jun Da frequency list; filtered by General Standard Level 1
108,与,U+4E0E,hanzi_frequency,phase1,108,yǔ,3,Jun Da frequency list; filtered by General Standard Level 1
109,长,U+957F,hanzi_frequency,phase1,109,zhǎng,4,Jun Da frequency list; filtered by General Standard Level 1
110,把,U+628A,hanzi_frequency,phase1,110,bǎ,7,Jun Da frequency list; filtered by General Standard Level 1
111,机,U+673A,hanzi_frequency,phase1,111,jī,6,Jun Da frequency list; filtered by General Standard Level 1
112,十,U+5341,hanzi_frequency,phase1,112,shí,2,Jun Da frequency list; filtered by General Standard Level 1
113,民,U+6C11,hanzi_frequency,phase1,113,mín,5,Jun Da frequency list; filtered by General Standard Level 1
114,第,U+7B2C,hanzi_frequency,phase1,114,dì,11,Jun Da frequency list; filtered by General Standard Level 1
115,公,U+516C,hanzi_frequency,phase1,115,gōng,4,Jun Da frequency list; filtered by General Standard Level 1
116,此,U+6B64,hanzi_frequency,phase1,116,cǐ,6,Jun Da frequency list; filtered by General Standard Level 1
117,已,U+5DF2,hanzi_frequency,phase1,117,yǐ,3,Jun Da frequency list; filtered by General Standard Level 1
118,工,U+5DE5,hanzi_frequency,phase1,118,gōng,3,Jun Da frequency list; filtered by General Standard Level 1
119,使,U+4F7F,hanzi_frequency,phase1,119,shǐ,8,Jun Da frequency list; filtered by General Standard Level 1
120,情,U+60C5,hanzi_frequency,phase1,120,qíng,11,Jun Da frequency list; filtered by General Standard Level 1
121,明,U+660E,hanzi_frequency,phase1,121,míng,8,Jun Da frequency list; filtered by General Standard Level 1
122,性,U+6027,hanzi_frequency,phase1,122,xìng,8,Jun Da frequency list; filtered by General Standard Level 1
123,知,U+77E5,hanzi_frequency,phase1,123,zhī,8,Jun Da frequency list; filtered by General Standard Level 1
124,全,U+5168,hanzi_frequency,phase1,124,quán,6,Jun Da frequency list; filtered by General Standard Level 1
125,三,U+4E09,hanzi_frequency,phase1,125,sān,3,Jun Da frequency list; filtered by General Standard Level 1
126,又,U+53C8,hanzi_frequency,phase1,126,yòu,2,Jun Da frequency list; filtered by General Standard Level 1
127,关,U+5173,hanzi_frequency,phase1,127,guān,6,Jun Da frequency list; filtered by General Standard Level 1
128,点,U+70B9,hanzi_frequency,phase1,128,diǎn,9,Jun Da frequency list; filtered by General Standard Level 1
129,正,U+6B63,hanzi_frequency,phase1,129,zhèng,5,Jun Da frequency list; filtered by General Standard Level 1
130,业,U+4E1A,hanzi_frequency,phase1,130,yè,5,Jun Da frequency list; filtered by General Standard Level 1
131,外,U+5916,hanzi_frequency,phase1,131,wài,5,Jun Da frequency list; filtered by General Standard Level 1
132,将,U+5C06,hanzi_frequency,phase1,132,jiāng,9,Jun Da frequency list; filtered by General Standard Level 1
133,两,U+4E24,hanzi_frequency,phase1,133,liǎng,7,Jun Da frequency list; filtered by General Standard Level 1
134,高,U+9AD8,hanzi_frequency,phase1,134,gāo,10,Jun Da frequency list; filtered by General Standard Level 1
135,间,U+95F4,hanzi_frequency,phase1,135,jiān,7,Jun Da frequency list; filtered by General Standard Level 1
136,由,U+7531,hanzi_frequency,phase1,136,yóu,5,Jun Da frequency list; filtered by General Standard Level 1
137,问,U+95EE,hanzi_frequency,phase1,137,wèn,6,Jun Da frequency list; filtered by General Standard Level 1
138,很,U+5F88,hanzi_frequency,phase1,138,hěn,9,Jun Da frequency list; filtered by General Standard Level 1
139,最,U+6700,hanzi_frequency,phase1,139,zuì,12,Jun Da frequency list; filtered by General Standard Level 1
140,重,U+91CD,hanzi_frequency,phase1,140,zhòng,9,Jun Da frequency list; filtered by General Standard Level 1
141,并,U+5E76,hanzi_frequency,phase1,141,bìng,6,Jun Da frequency list; filtered by General Standard Level 1
142,物,U+7269,hanzi_frequency,phase1,142,wù,8,Jun Da frequency list; filtered by General Standard Level 1
143,手,U+624B,hanzi_frequency,phase1,143,shǒu,4,Jun Da frequency list; filtered by General Standard Level 1
144,应,U+5E94,hanzi_frequency,phase1,144,yīng,7,Jun Da frequency list; filtered by General Standard Level 1
145,战,U+6218,hanzi_frequency,phase1,145,zhàn,9,Jun Da frequency list; filtered by General Standard Level 1
146,向,U+5411,hanzi_frequency,phase1,146,xiàng,6,Jun Da frequency list; filtered by General Standard Level 1
147,头,U+5934,hanzi_frequency,phase1,147,tóu,5,Jun Da frequency list; filtered by General Standard Level 1
148,文,U+6587,hanzi_frequency,phase1,148,wén,4,Jun Da frequency list; filtered by General Standard Level 1
149,体,U+4F53,hanzi_frequency,phase1,149,tǐ,7,Jun Da frequency list; filtered by General Standard Level 1
150,政,U+653F,hanzi_frequency,phase1,150,zhèng,9,Jun Da frequency list; filtered by General Standard Level 1
151,美,U+7F8E,hanzi_frequency,phase1,151,měi,9,Jun Da frequency list; filtered by General Standard Level 1
152,相,U+76F8,hanzi_frequency,phase1,152,xiāng,9,Jun Da frequency list; filtered by General Standard Level 1
153,见,U+89C1,hanzi_frequency,phase1,153,jiàn,4,Jun Da frequency list; filtered by General Standard Level 1
154,被,U+88AB,hanzi_frequency,phase1,154,bèi,10,Jun Da frequency list; filtered by General Standard Level 1
155,利,U+5229,hanzi_frequency,phase1,155,lì,7,Jun Da frequency list; filtered by General Standard Level 1
156,什,U+4EC0,hanzi_frequency,phase1,156,shén,4,Jun Da frequency list; filtered by General Standard Level 1
157,二,U+4E8C,hanzi_frequency,phase1,157,èr,2,Jun Da frequency list; filtered by General Standard Level 1
158,等,U+7B49,hanzi_frequency,phase1,158,děng,12,Jun Da frequency list; filtered by General Standard Level 1
159,产,U+4EA7,hanzi_frequency,phase1,159,chǎn,6,Jun Da frequency list; filtered by General Standard Level 1
160,或,U+6216,hanzi_frequency,phase1,160,huò,8,Jun Da frequency list; filtered by General Standard Level 1
161,新,U+65B0,hanzi_frequency,phase1,161,xīn,13,Jun Da frequency list; filtered by General Standard Level 1
162,己,U+5DF1,hanzi_frequency,phase1,162,jǐ,3,Jun Da frequency list; filtered by General Standard Level 1
163,制,U+5236,hanzi_frequency,phase1,163,zhì,8,Jun Da frequency list; filtered by General Standard Level 1
164,身,U+8EAB,hanzi_frequency,phase1,164,shēn,7,Jun Da frequency list; filtered by General Standard Level 1
165,果,U+679C,hanzi_frequency,phase1,165,guǒ,8,Jun Da frequency list; filtered by General Standard Level 1
166,加,U+52A0,hanzi_frequency,phase1,166,jiā,5,Jun Da frequency list; filtered by General Standard Level 1
167,西,U+897F,hanzi_frequency,phase1,167,xī,6,Jun Da frequency list; filtered by General Standard Level 1
168,斯,U+65AF,hanzi_frequency,phase1,168,sī,12,Jun Da frequency list; filtered by General Standard Level 1
169,月,U+6708,hanzi_frequency,phase1,169,yuè,4,Jun Da frequency list; filtered by General Standard Level 1
170,话,U+8BDD,hanzi_frequency,phase1,170,huà,8,Jun Da frequency list; filtered by General Standard Level 1
171,合,U+5408,hanzi_frequency,phase1,171,hé,6,Jun Da frequency list; filtered by General Standard Level 1
172,回,U+56DE,hanzi_frequency,phase1,172,huí,6,Jun Da frequency list; filtered by General Standard Level 1
173,特,U+7279,hanzi_frequency,phase1,173,tè,10,Jun Da frequency list; filtered by General Standard Level 1
174,代,U+4EE3,hanzi_frequency,phase1,174,dài,5,Jun Da frequency list; filtered by General Standard Level 1
175,内,U+5185,hanzi_frequency,phase1,175,nèi,4,Jun Da frequency list; filtered by General Standard Level 1
176,信,U+4FE1,hanzi_frequency,phase1,176,xìn,9,Jun Da frequency list; filtered by General Standard Level 1
177,表,U+8868,hanzi_frequency,phase1,177,biǎo,8,Jun Da frequency list; filtered by General Standard Level 1
178,化,U+5316,hanzi_frequency,phase1,178,huà,4,Jun Da frequency list; filtered by General Standard Level 1
179,老,U+8001,hanzi_frequency,phase1,179,lǎo,6,Jun Da frequency list; filtered by General Standard Level 1
180,给,U+7ED9,hanzi_frequency,phase1,180,gěi,9,Jun Da frequency list; filtered by General Standard Level 1
181,世,U+4E16,hanzi_frequency,phase1,181,shì,5,Jun Da frequency list; filtered by General Standard Level 1
182,位,U+4F4D,hanzi_frequency,phase1,182,wèi,7,Jun Da frequency list; filtered by General Standard Level 1
183,次,U+6B21,hanzi_frequency,phase1,183,cì,6,Jun Da frequency list; filtered by General Standard Level 1
184,度,U+5EA6,hanzi_frequency,phase1,184,dù,9,Jun Da frequency list; filtered by General Standard Level 1
185,门,U+95E8,hanzi_frequency,phase1,185,mén,3,Jun Da frequency list; filtered by General Standard Level 1
186,任,U+4EFB,hanzi_frequency,phase1,186,rèn,6,Jun Da frequency list; filtered by General Standard Level 1
187,常,U+5E38,hanzi_frequency,phase1,187,cháng,11,Jun Da frequency list; filtered by General Standard Level 1
188,先,U+5148,hanzi_frequency,phase1,188,xiān,6,Jun Da frequency list; filtered by General Standard Level 1
189,海,U+6D77,hanzi_frequency,phase1,189,hǎi,10,Jun Da frequency list; filtered by General Standard Level 1
190,通,U+901A,hanzi_frequency,phase1,190,tōng,10,Jun Da frequency list; filtered by General Standard Level 1
191,教,U+6559,hanzi_frequency,phase1,191,jiào,11,Jun Da frequency list; filtered by General Standard Level 1
192,儿,U+513F,hanzi_frequency,phase1,192,ér,2,Jun Da frequency list; filtered by General Standard Level 1
193,原,U+539F,hanzi_frequency,phase1,193,yuán,10,Jun Da frequency list; filtered by General Standard Level 1
194,东,U+4E1C,hanzi_frequency,phase1,194,dōng,5,Jun Da frequency list; filtered by General Standard Level 1
195,声,U+58F0,hanzi_frequency,phase1,195,shēng,7,Jun Da frequency list; filtered by General Standard Level 1
196,提,U+63D0,hanzi_frequency,phase1,196,tí,12,Jun Da frequency list; filtered by General Standard Level 1
197,立,U+7ACB,hanzi_frequency,phase1,197,lì,5,Jun Da frequency list; filtered by General Standard Level 1
198,及,U+53CA,hanzi_frequency,phase1,198,jí,3,Jun Da frequency list; filtered by General Standard Level 1
199,比,U+6BD4,hanzi_frequency,phase1,199,bǐ,4,Jun Da frequency list; filtered by General Standard Level 1
200,员,U+5458,hanzi_frequency,phase1,200,yuán,7,Jun Da frequency list; filtered by General Standard Level 1
201,解,U+89E3,hanzi_frequency,phase1,201,jiě,13,Jun Da frequency list; filtered by General Standard Level 1
202,水,U+6C34,hanzi_frequency,phase1,202,shuǐ,4,Jun Da frequency list; filtered by General Standard Level 1
203,名,U+540D,hanzi_frequency,phase1,203,míng,6,Jun Da frequency list; filtered by General Standard Level 1
204,真,U+771F,hanzi_frequency,phase1,204,zhēn,10,Jun Da frequency list; filtered by General Standard Level 1
205,论,U+8BBA,hanzi_frequency,phase1,205,lùn,6,Jun Da frequency list; filtered by General Standard Level 1
206,处,U+5904,hanzi_frequency,phase1,206,chù,5,Jun Da frequency list; filtered by General Standard Level 1
207,走,U+8D70,hanzi_frequency,phase1,207,zǒu,7,Jun Da frequency list; filtered by General Standard Level 1
208,义,U+4E49,hanzi_frequency,phase1,208,yì,3,Jun Da frequency list; filtered by General Standard Level 1
209,各,U+5404,hanzi_frequency,phase1,209,gè,6,Jun Da frequency list; filtered by General Standard Level 1
210,入,U+5165,hanzi_frequency,phase1,210,rù,2,Jun Da frequency list; filtered by General Standard Level 1
211,几,U+51E0,hanzi_frequency,phase1,211,jǐ,2,Jun Da frequency list; filtered by General Standard Level 1
212,口,U+53E3,hanzi_frequency,phase1,212,kǒu,3,Jun Da frequency list; filtered by General Standard Level 1
213,认,U+8BA4,hanzi_frequency,phase1,213,rèn,4,Jun Da frequency list; filtered by General Standard Level 1
214,条,U+6761,hanzi_frequency,phase1,214,tiáo,7,Jun Da frequency list; filtered by General Standard Level 1
215,平,U+5E73,hanzi_frequency,phase1,215,píng,5,Jun Da frequency list; filtered by General Standard Level 1
216,系,U+7CFB,hanzi_frequency,phase1,216,xì,7,Jun Da frequency list; filtered by General Standard Level 1
217,气,U+6C14,hanzi_frequency,phase1,217,qì,4,Jun Da frequency list; filtered by General Standard Level 1
218,题,U+9898,hanzi_frequency,phase1,218,tí,15,Jun Da frequency list; filtered by General Standard Level 1
219,活,U+6D3B,hanzi_frequency,phase1,219,huó,9,Jun Da frequency list; filtered by General Standard Level 1
220,尔,U+5C14,hanzi_frequency,phase1,220,ěr,5,Jun Da frequency list; filtered by General Standard Level 1
221,更,U+66F4,hanzi_frequency,phase1,221,gèng,7,Jun Da frequency list; filtered by General Standard Level 1
222,别,U+522B,hanzi_frequency,phase1,222,bié,7,Jun Da frequency list; filtered by General Standard Level 1
223,打,U+6253,hanzi_frequency,phase1,223,dǎ,5,Jun Da frequency list; filtered by General Standard Level 1
224,女,U+5973,hanzi_frequency,phase1,224,nǚ,3,Jun Da frequency list; filtered by General Standard Level 1
225,变,U+53D8,hanzi_frequency,phase1,225,biàn,8,Jun Da frequency list; filtered by General Standard Level 1
226,四,U+56DB,hanzi_frequency,phase1,226,sì,5,Jun Da frequency list; filtered by General Standard Level 1
227,神,U+795E,hanzi_frequency,phase1,227,shén,9,Jun Da frequency list; filtered by General Standard Level 1
228,总,U+603B,hanzi_frequency,phase1,228,zǒng,9,Jun Da frequency list; filtered by General Standard Level 1
229,何,U+4F55,hanzi_frequency,phase1,229,hé,7,Jun Da frequency list; filtered by General Standard Level 1
230,电,U+7535,hanzi_frequency,phase1,230,diàn,5,Jun Da frequency list; filtered by General Standard Level 1
231,数,U+6570,hanzi_frequency,phase1,231,shù,13,Jun Da frequency list; filtered by General Standard Level 1
232,安,U+5B89,hanzi_frequency,phase1,232,ān,6,Jun Da frequency list; filtered by General Standard Level 1
233,少,U+5C11,hanzi_frequency,phase1,233,shǎo,4,Jun Da frequency list; filtered by General Standard Level 1
234,报,U+62A5,hanzi_frequency,phase1,234,bào,7,Jun Da frequency list; filtered by General Standard Level 1
235,才,U+624D,hanzi_frequency,phase1,235,cái,3,Jun Da frequency list; filtered by General Standard Level 1
236,结,U+7ED3,hanzi_frequency,phase1,236,jié,9,Jun Da frequency list; filtered by General Standard Level 1
237,反,U+53CD,hanzi_frequency,phase1,237,fǎn,4,Jun Da frequency list; filtered by General Standard Level 1
238,受,U+53D7,hanzi_frequency,phase1,238,shòu,8,Jun Da frequency list; filtered by General Standard Level 1
239,目,U+76EE,hanzi_frequency,phase1,239,mù,5,Jun Da frequency list; filtered by General Standard Level 1
240,太,U+592A,hanzi_frequency,phase1,240,tài,4,Jun Da frequency list; filtered by General Standard Level 1
241,量,U+91CF,hanzi_frequency,phase1,241,liàng,12,Jun Da frequency list; filtered by General Standard Level 1
242,再,U+518D,hanzi_frequency,phase1,242,zài,6,Jun Da frequency list; filtered by General Standard Level 1
243,感,U+611F,hanzi_frequency,phase1,243,gǎn,13,Jun Da frequency list; filtered by General Standard Level 1
244,建,U+5EFA,hanzi_frequency,phase1,244,jiàn,8,Jun Da frequency list; filtered by General Standard Level 1
245,务,U+52A1,hanzi_frequency,phase1,245,wù,5,Jun Da frequency list; filtered by General Standard Level 1
246,做,U+505A,hanzi_frequency,phase1,246,zuò,11,Jun Da frequency list; filtered by General Standard Level 1
247,接,U+63A5,hanzi_frequency,phase1,247,jiē,11,Jun Da frequency list; filtered by General Standard Level 1
248,必,U+5FC5,hanzi_frequency,phase1,248,bì,5,Jun Da frequency list; filtered by General Standard Level 1
249,场,U+573A,hanzi_frequency,phase1,249,chǎng,6,Jun Da frequency list; filtered by General Standard Level 1
250,件,U+4EF6,hanzi_frequency,phase1,250,jiàn,6,Jun Da frequency list; filtered by General Standard Level 1
251,计,U+8BA1,hanzi_frequency,phase1,251,jì,4,Jun Da frequency list; filtered by General Standard Level 1
252,管,U+7BA1,hanzi_frequency,phase1,252,guǎn,14,Jun Da frequency list; filtered by General Standard Level 1
253,期,U+671F,hanzi_frequency,phase1,253,qī,12,Jun Da frequency list; filtered by General Standard Level 1
254,市,U+5E02,hanzi_frequency,phase1,254,shì,5,Jun Da frequency list; filtered by General Standard Level 1
255,直,U+76F4,hanzi_frequency,phase1,255,zhí,8,Jun Da frequency list; filtered by General Standard Level 1
256,德,U+5FB7,hanzi_frequency,phase1,256,dé,15,Jun Da frequency list; filtered by General Standard Level 1
257,资,U+8D44,hanzi_frequency,phase1,257,zī,10,Jun Da frequency list; filtered by General Standard Level 1
258,命,U+547D,hanzi_frequency,phase1,258,mìng,8,Jun Da frequency list; filtered by General Standard Level 1
259,山,U+5C71,hanzi_frequency,phase1,259,shān,3,Jun Da frequency list; filtered by General Standard Level 1
260,金,U+91D1,hanzi_frequency,phase1,260,jīn,8,Jun Da frequency list; filtered by General Standard Level 1
